StockCode,order_frequency,total_quantity,avg_quantity_per_order,related_product_count,cluster_name,recommended_zone,distance_from_packing,picking_priority,current_distance,distance_saved,recommended_distance
21625,169,407,2.3941176470588235,3006,Active/Regular Products,Zone B,25.0,508183,60,35.0,25.0
22430,195,617,3.147959183673469,2599,Active/Regular Products,Zone B,25.0,507000,60,35.0,25.0
84031A,165,430,2.606060606060606,3069,Active/Regular Products,Zone B,25.0,506550,60,35.0,25.0
22315,172,916,5.294797687861272,2944,Active/Regular Products,Zone B,25.0,506540,60,35.0,25.0
10135,175,2229,12.59322033898305,2893,Active/Regular Products,Zone B,25.0,506450,60,35.0,25.0
21084,181,2610,14.184782608695652,2786,Active/Regular Products,Zone B,25.0,504447,60,35.0,25.0
22576,173,1538,8.689265536723164,2906,Active/Regular Products,Zone B,25.0,502911,60,35.0,25.0
21864,184,828,4.451612903225806,2729,Active/Regular Products,Zone B,25.0,502320,60,35.0,25.0
23289,191,1622,8.447916666666666,2628,Active/Regular Products,Zone B,25.0,502139,60,35.0,25.0
23007,184,498,2.7065217391304346,2727,Active/Regular Products,Zone B,25.0,501952,60,35.0,25.0
22209,173,945,5.431034482758621,2899,Active/Regular Products,Zone B,25.0,501700,60,35.0,25.0
23050,205,497,2.424390243902439,2442,Active/Regular Products,Zone B,25.0,500815,60,35.0,25.0
37448,187,1451,7.636842105263158,2675,Active/Regular Products,Zone B,25.0,500412,60,35.0,25.0
22364,164,616,3.733333333333333,3050,Active/Regular Products,Zone B,25.0,500364,60,35.0,25.0
23288,185,4625,24.865591397849464,2700,Active/Regular Products,Zone B,25.0,499685,60,35.0,25.0
21383,167,991,5.863905325443787,2988,Active/Regular Products,Zone B,25.0,499163,60,35.0,25.0
23091,209,580,2.761904761904762,2387,Active/Regular Products,Zone B,25.0,499092,60,35.0,25.0
22757,163,1096,6.723926380368098,3053,Active/Regular Products,Zone B,25.0,497802,60,35.0,25.0
23232,238,8526,35.67364016736402,2090,Active/Regular Products,Zone B,25.0,497658,60,35.0,25.0
23215,210,3564,16.732394366197184,2368,Active/Regular Products,Zone B,25.0,497490,60,35.0,25.0
21829,177,6765,38.00561797752809,2807,Active/Regular Products,Zone B,25.0,497016,60,35.0,25.0
22365,179,789,4.407821229050279,2771,Active/Regular Products,Zone B,25.0,496188,60,35.0,25.0
23212,186,2296,12.020942408376964,2664,Active/Regular Products,Zone B,25.0,495690,60,35.0,25.0
21773,163,1170,7.134146341463414,3035,Active/Regular Products,Zone B,25.0,494868,60,35.0,25.0
23193,175,1922,10.982857142857142,2826,Active/Regular Products,Zone B,25.0,494725,60,35.0,25.0
21224,165,914,5.473053892215569,2996,Active/Regular Products,Zone B,25.0,494505,60,35.0,25.0
22564,186,2697,14.5,2654,Active/Regular Products,Zone B,25.0,493830,60,35.0,25.0
85039A,162,704,4.345679012345679,3043,Active/Regular Products,Zone B,25.0,493128,60,35.0,25.0
22891,168,420,2.5,2933,Active/Regular Products,Zone B,25.0,492912,60,35.0,25.0
22945,172,2991,17.091428571428573,2864,Active/Regular Products,Zone B,25.0,492780,60,35.0,25.0
84912B,160,323,1.9938271604938271,3073,Active/Regular Products,Zone B,25.0,491840,60,35.0,25.0
21700,198,1726,8.63,2481,Active/Regular Products,Zone B,25.0,491436,60,35.0,25.0
21158,170,1469,8.394285714285715,2888,Active/Regular Products,Zone B,25.0,491130,60,35.0,25.0
22134,162,889,5.45398773006135,3029,Active/Regular Products,Zone B,25.0,490860,60,35.0,25.0
22091,167,1983,11.874251497005988,2938,Active/Regular Products,Zone B,25.0,490813,60,35.0,25.0
22098,172,1992,11.191011235955056,2852,Active/Regular Products,Zone B,25.0,490716,60,35.0,25.0
21620,165,881,5.275449101796407,2968,Active/Regular Products,Zone B,25.0,489885,60,35.0,25.0
21833,168,2726,16.226190476190474,2911,Active/Regular Products,Zone B,25.0,489216,60,35.0,25.0
22744,172,867,4.982758620689655,2843,Active/Regular Products,Zone B,25.0,489168,60,35.0,25.0
22483,169,770,4.556213017751479,2888,Active/Regular Products,Zone B,25.0,488241,60,35.0,25.0
23396,196,654,3.253731343283582,2489,Active/Regular Products,Zone B,25.0,488040,60,35.0,25.0
23346,184,2628,14.129032258064516,2650,Active/Regular Products,Zone B,25.0,487784,60,35.0,25.0
22635,194,681,3.4923076923076923,2509,Active/Regular Products,Zone B,25.0,486940,60,35.0,25.0
22224,164,834,5.054545454545455,2954,Active/Regular Products,Zone B,25.0,484620,60,35.0,25.0
21619,164,974,5.903030303030303,2951,Active/Regular Products,Zone B,25.0,484128,60,35.0,25.0
21258,163,532,3.263803680981595,2968,Active/Regular Products,Zone B,25.0,483947,60,35.0,25.0
84580,165,389,2.329341317365269,2932,Active/Regular Products,Zone B,25.0,483945,60,35.0,25.0
85040A,164,888,5.254437869822485,2946,Active/Regular Products,Zone B,25.0,483308,60,35.0,25.0
37446,183,1354,7.202127659574468,2640,Active/Regular Products,Zone B,25.0,483303,60,35.0,25.0
23190,202,1702,8.38423645320197,2390,Active/Regular Products,Zone B,25.0,482982,60,35.0,25.0
22199,167,467,2.7964071856287425,2875,Active/Regular Products,Zone B,25.0,480292,60,35.0,25.0
22718,168,1633,9.720238095238097,2854,Active/Regular Products,Zone B,25.0,479640,60,35.0,25.0
22154,162,3745,22.56024096385542,2955,Active/Regular Products,Zone B,25.0,478872,60,35.0,25.0
85017B,158,1077,6.773584905660377,3026,Active/Regular Products,Zone B,25.0,478266,60,35.0,25.0
23035,191,2191,11.411458333333334,2501,Active/Regular Products,Zone B,25.0,477882,60,35.0,25.0
20977,185,1739,9.349462365591398,2579,Active/Regular Products,Zone B,25.0,477300,60,35.0,25.0
72817,161,1212,7.435582822085889,2961,Active/Regular Products,Zone B,25.0,476882,60,35.0,25.0
23504,208,1927,8.880184331797235,2291,Active/Regular Products,Zone B,25.0,476736,60,35.0,25.0
23006,173,1758,10.16184971098266,2754,Active/Regular Products,Zone B,25.0,476615,60,35.0,25.0
22175,171,877,5.128654970760234,2782,Active/Regular Products,Zone B,25.0,475893,60,35.0,25.0
20665,156,461,2.9551282051282053,3043,Active/Regular Products,Zone B,25.0,474864,60,35.0,25.0
22664,162,713,4.401234567901234,2929,Active/Regular Products,Zone B,25.0,474660,60,35.0,25.0
23371,185,1705,9.166666666666666,2555,Active/Regular Products,Zone B,25.0,472860,60,35.0,25.0
21557,162,551,3.380368098159509,2911,Active/Regular Products,Zone B,25.0,471744,60,35.0,25.0
21471,163,639,3.920245398773006,2893,Active/Regular Products,Zone B,25.0,471722,60,35.0,25.0
85174,157,613,3.9044585987261136,3003,Active/Regular Products,Zone B,25.0,471628,60,35.0,25.0
85061W,162,2146,12.698224852071004,2907,Active/Regular Products,Zone B,25.0,471096,60,35.0,25.0
48116,201,1491,7.417910447761194,2336,Active/Regular Products,Zone B,25.0,469737,60,35.0,25.0
22120,188,523,2.7819148936170213,2495,Active/Regular Products,Zone B,25.0,469248,60,35.0,25.0
22586,161,856,5.283950617283951,2912,Active/Regular Products,Zone B,25.0,468993,60,35.0,25.0
21497,230,8550,37.17391304347826,2034,Active/Regular Products,Zone B,25.0,468050,60,35.0,25.0
22938,186,2367,12.590425531914894,2502,Active/Regular Products,Zone B,25.0,465558,60,35.0,25.0
22167,156,236,1.5128205128205128,2983,Active/Regular Products,Zone B,25.0,465504,60,35.0,25.0
84596L,172,1254,7.290697674418604,2705,Active/Regular Products,Zone B,25.0,465432,60,35.0,25.0
21988,193,2321,11.902564102564105,2406,Active/Regular Products,Zone B,25.0,464551,60,35.0,25.0
22026,160,1644,10.275,2900,Active/Regular Products,Zone B,25.0,464160,60,35.0,25.0
22810,165,944,5.686746987951807,2810,Active/Regular Products,Zone B,25.0,463815,60,35.0,25.0
22587,161,918,5.666666666666667,2875,Active/Regular Products,Zone B,25.0,463036,60,35.0,25.0
23162,176,1412,8.022727272727273,2629,Active/Regular Products,Zone B,25.0,462880,60,35.0,25.0
48173C,188,1799,9.569148936170214,2459,Active/Regular Products,Zone B,25.0,462480,60,35.0,25.0
22925,182,449,2.453551912568306,2540,Active/Regular Products,Zone B,25.0,462462,60,35.0,25.0
22675,164,1240,7.469879518072289,2815,Active/Regular Products,Zone B,25.0,461824,60,35.0,25.0
21135,177,2869,15.763736263736265,2608,Active/Regular Products,Zone B,25.0,461793,60,35.0,25.0
22537,171,1929,11.15028901734104,2698,Active/Regular Products,Zone B,25.0,461529,60,35.0,25.0
22132,154,1038,6.740259740259741,2994,Active/Regular Products,Zone B,25.0,461230,60,35.0,25.0
22890,165,385,2.319277108433735,2790,Active/Regular Products,Zone B,25.0,460515,60,35.0,25.0
23239,178,842,4.651933701657459,2586,Active/Regular Products,Zone B,25.0,460486,60,35.0,25.0
22794,182,326,1.7912087912087913,2528,Active/Regular Products,Zone B,25.0,460278,60,35.0,25.0
23032,199,2328,11.467980295566502,2305,Active/Regular Products,Zone B,25.0,458894,60,35.0,25.0
23230,235,7976,33.94042553191489,1950,Active/Regular Products,Zone B,25.0,458485,60,35.0,25.0
21356,151,642,4.223684210526316,3033,Active/Regular Products,Zone B,25.0,458134,60,35.0,25.0
22837,178,1173,6.306451612903226,2572,Active/Regular Products,Zone B,25.0,457994,60,35.0,25.0
22678,160,843,5.26875,2859,Active/Regular Products,Zone B,25.0,457600,60,35.0,25.0
23497,195,2558,12.79,2334,Active/Regular Products,Zone B,25.0,455325,60,35.0,25.0
23127,194,736,3.755102040816327,2344,Active/Regular Products,Zone B,25.0,454930,60,35.0,25.0
21948,153,640,4.129032258064516,2971,Active/Regular Products,Zone B,25.0,454716,60,35.0,25.0
21905,160,760,4.75,2836,Active/Regular Products,Zone B,25.0,453920,60,35.0,25.0
23130,184,962,5.228260869565218,2463,Active/Regular Products,Zone B,25.0,453376,60,35.0,25.0
22740,170,6842,40.24705882352941,2665,Active/Regular Products,Zone B,25.0,453220,60,35.0,25.0
21162,162,1462,8.914634146341463,2796,Active/Regular Products,Zone B,25.0,453114,60,35.0,25.0
22185,162,1472,8.975609756097562,2786,Active/Regular Products,Zone B,25.0,451494,60,35.0,25.0
84535B,155,1332,8.538461538461538,2904,Active/Regular Products,Zone B,25.0,450275,60,35.0,25.0
23345,174,2451,13.926136363636363,2585,Active/Regular Products,Zone B,25.0,449964,60,35.0,25.0
85231B,151,868,5.636363636363637,2976,Active/Regular Products,Zone B,25.0,449527,60,35.0,25.0
23569,192,954,4.86734693877551,2337,Active/Regular Products,Zone B,25.0,448896,60,35.0,25.0
21947,152,811,5.165605095541402,2950,Active/Regular Products,Zone B,25.0,448552,60,35.0,25.0
22425,166,460,2.7710843373493974,2689,Active/Regular Products,Zone B,25.0,446540,60,35.0,25.0
21983,155,2301,14.84516129032258,2870,Active/Regular Products,Zone B,25.0,445005,60,35.0,25.0
22984,163,2693,16.521472392638035,2724,Active/Regular Products,Zone B,25.0,444175,60,35.0,25.0
72807C,157,721,4.592356687898089,2827,Active/Regular Products,Zone B,25.0,443996,60,35.0,25.0
22165,146,415,2.82312925170068,3040,Active/Regular Products,Zone B,25.0,443986,60,35.0,25.0
21500,213,6350,29.812206572769952,2082,Active/Regular Products,Zone B,25.0,443679,60,35.0,25.0
21499,217,6927,31.921658986175117,2034,Active/Regular Products,Zone B,25.0,441595,60,35.0,25.0
22059,173,1780,10.056497175141242,2551,Active/Regular Products,Zone B,25.0,441496,60,35.0,25.0
23378,176,3997,21.84153005464481,2506,Active/Regular Products,Zone B,25.0,441232,60,35.0,25.0
22148,186,1933,10.227513227513228,2369,Active/Regular Products,Zone B,25.0,440820,60,35.0,25.0
22926,195,594,3.0306122448979598,2258,Active/Regular Products,Zone B,25.0,440505,60,35.0,25.0
21875,148,2055,13.791946308724832,2970,Active/Regular Products,Zone B,25.0,439708,60,35.0,25.0
22099,153,1440,9.113924050632912,2870,Active/Regular Products,Zone B,25.0,439263,60,35.0,25.0
22244,159,1703,10.64375,2761,Active/Regular Products,Zone B,25.0,439158,60,35.0,25.0
22372,147,279,1.885135135135135,2986,Active/Regular Products,Zone B,25.0,439089,60,35.0,25.0
22686,158,993,6.284810126582278,2771,Active/Regular Products,Zone B,25.0,437976,60,35.0,25.0
22937,160,972,5.926829268292683,2729,Active/Regular Products,Zone B,25.0,436800,60,35.0,25.0
23348,168,746,4.388235294117648,2596,Active/Regular Products,Zone B,25.0,436296,60,35.0,25.0
23049,186,456,2.4516129032258065,2343,Active/Regular Products,Zone B,25.0,435984,60,35.0,25.0
22116,148,575,3.885135135135135,2941,Active/Regular Products,Zone B,25.0,435416,60,35.0,25.0
21913,148,398,2.689189189189189,2940,Active/Regular Products,Zone B,25.0,435268,60,35.0,25.0
21563,159,1395,8.773584905660377,2736,Active/Regular Products,Zone B,25.0,435183,60,35.0,25.0
84568,147,12442,84.63945578231292,2959,Active/Regular Products,Zone B,25.0,435120,60,35.0,25.0
21123,154,1143,7.280254777070064,2824,Active/Regular Products,Zone B,25.0,435050,60,35.0,25.0
85034C,158,1129,6.842424242424243,2747,Active/Regular Products,Zone B,25.0,434184,60,35.0,25.0
21115,162,562,3.4478527607361964,2677,Active/Regular Products,Zone B,25.0,433836,60,35.0,25.0
85062,159,1462,9.1375,2725,Active/Regular Products,Zone B,25.0,433434,60,35.0,25.0
23365,169,1857,10.734104046242775,2559,Active/Regular Products,Zone B,25.0,432640,60,35.0,25.0
84031B,143,303,2.089655172413793,3018,Active/Regular Products,Zone B,25.0,431717,60,35.0,25.0
21244,196,2282,11.583756345177664,2201,Active/Regular Products,Zone B,25.0,431592,60,35.0,25.0
21949,144,801,5.524137931034483,2989,Active/Regular Products,Zone B,25.0,430560,60,35.0,25.0
23211,160,2329,14.376543209876544,2688,Active/Regular Products,Zone B,25.0,430240,60,35.0,25.0
22609,155,5874,37.65384615384615,2769,Active/Regular Products,Zone B,25.0,429350,60,35.0,25.0
21260,166,1161,6.910714285714286,2582,Active/Regular Products,Zone B,25.0,428778,60,35.0,25.0
21534,155,370,2.371794871794872,2764,Active/Regular Products,Zone B,25.0,428575,60,35.0,25.0
15039,145,2090,14.413793103448276,2953,Active/Regular Products,Zone B,25.0,428330,60,35.0,25.0
22283,155,299,1.929032258064516,2751,Active/Regular Products,Zone B,25.0,426560,60,35.0,25.0
22914,154,467,3.0129032258064514,2768,Active/Regular Products,Zone B,25.0,426426,60,35.0,25.0
51014L,149,2059,13.726666666666668,2851,Active/Regular Products,Zone B,25.0,424948,60,35.0,25.0
22957,214,1775,8.217592592592593,1983,Active/Regular Products,Zone B,25.0,424576,60,35.0,25.0
21713,157,786,4.943396226415095,2697,Active/Regular Products,Zone B,25.0,423586,60,35.0,25.0
22023,146,1206,8.204081632653061,2898,Active/Regular Products,Zone B,25.0,423254,60,35.0,25.0
21015,142,1483,10.37062937062937,2978,Active/Regular Products,Zone B,25.0,423018,60,35.0,25.0
22250,147,819,5.533783783783784,2876,Active/Regular Products,Zone B,25.0,422919,60,35.0,25.0
22565,148,933,6.261744966442953,2856,Active/Regular Products,Zone B,25.0,422836,60,35.0,25.0
22069,146,414,2.816326530612245,2895,Active/Regular Products,Zone B,25.0,422816,60,35.0,25.0
21818,163,2737,15.376404494382022,2588,Active/Regular Products,Zone B,25.0,422007,60,35.0,25.0
79066K,146,783,5.363013698630137,2889,Active/Regular Products,Zone B,25.0,421940,60,35.0,25.0
22268,158,2009,12.401234567901234,2659,Active/Regular Products,Zone B,25.0,420280,60,35.0,25.0
37370,159,2567,15.84567901234568,2640,Active/Regular Products,Zone B,25.0,419919,60,35.0,25.0
22893,142,1872,13.090909090909092,2956,Active/Regular Products,Zone B,25.0,419894,60,35.0,25.0
21844,156,1847,11.764331210191084,2690,Active/Regular Products,Zone B,25.0,419796,60,35.0,25.0
22203,145,403,2.779310344827586,2883,Active/Regular Products,Zone B,25.0,418180,60,35.0,25.0
22566,150,873,5.705882352941177,2786,Active/Regular Products,Zone B,25.0,418050,60,35.0,25.0
22095,143,1643,10.953333333333331,2916,Active/Regular Products,Zone B,25.0,417131,60,35.0,25.0
22155,142,2452,16.456375838926174,2936,Active/Regular Products,Zone B,25.0,417054,60,35.0,25.0
22468,153,517,3.379084967320261,2721,Active/Regular Products,Zone B,25.0,416466,60,35.0,25.0
72351A,153,1264,8.102564102564102,2717,Active/Regular Products,Zone B,25.0,415854,60,35.0,25.0
21775,139,515,3.7050359712230216,2990,Active/Regular Products,Zone B,25.0,415749,60,35.0,25.0
23404,169,1011,5.982248520710059,2457,Active/Regular Products,Zone B,25.0,415402,60,35.0,25.0
22068,143,526,3.6527777777777777,2897,Active/Regular Products,Zone B,25.0,414414,60,35.0,25.0
20707,149,464,3.114093959731544,2780,Active/Regular Products,Zone B,25.0,414369,60,35.0,25.0
22311,142,1132,7.861111111111111,2912,Active/Regular Products,Zone B,25.0,413646,60,35.0,25.0
23157,163,2557,15.1301775147929,2532,Active/Regular Products,Zone B,25.0,412879,60,35.0,25.0
22950,185,5209,28.15675675675676,2228,Active/Regular Products,Zone B,25.0,412365,60,35.0,25.0
22990,164,633,3.8132530120481927,2513,Active/Regular Products,Zone B,25.0,412296,60,35.0,25.0
22696,151,729,4.673076923076923,2727,Active/Regular Products,Zone B,25.0,411928,60,35.0,25.0
84078A,155,415,2.677419354838709,2655,Active/Regular Products,Zone B,25.0,411680,60,35.0,25.0
22680,153,842,5.432258064516129,2684,Active/Regular Products,Zone B,25.0,410805,60,35.0,25.0
22679,152,740,4.868421052631579,2695,Active/Regular Products,Zone B,25.0,409792,60,35.0,25.0
22478,140,1537,10.978571428571428,2916,Active/Regular Products,Zone B,25.0,408380,60,35.0,25.0
22608,144,5211,36.1875,2833,Active/Regular Products,Zone B,25.0,408096,60,35.0,25.0
22821,139,1171,8.424460431654676,2929,Active/Regular Products,Zone B,25.0,407270,60,35.0,25.0
22498,150,333,2.22,2711,Active/Regular Products,Zone B,25.0,406800,60,35.0,25.0
20752,148,407,2.75,2747,Active/Regular Products,Zone B,25.0,406704,60,35.0,25.0
22639,148,805,5.33112582781457,2743,Active/Regular Products,Zone B,25.0,406112,60,35.0,25.0
16236,136,1438,10.573529411764708,2977,Active/Regular Products,Zone B,25.0,405008,60,35.0,25.0
22976,143,1066,7.402777777777778,2825,Active/Regular Products,Zone B,25.0,404118,60,35.0,25.0
22452,144,722,4.945205479452055,2800,Active/Regular Products,Zone B,25.0,403344,60,35.0,25.0
22838,168,689,4.101190476190476,2399,Active/Regular Products,Zone B,25.0,403200,60,35.0,25.0
16238,134,1396,10.417910447761194,3007,Active/Regular Products,Zone B,25.0,403072,60,35.0,25.0
22249,145,928,6.27027027027027,2776,Active/Regular Products,Zone B,25.0,402665,60,35.0,25.0
22671,144,962,6.680555555555555,2794,Active/Regular Products,Zone B,25.0,402480,60,35.0,25.0
22539,136,2918,21.144927536231883,2951,Active/Regular Products,Zone B,25.0,401472,60,35.0,25.0
22536,156,4752,30.26751592356688,2572,Active/Regular Products,Zone B,25.0,401388,60,35.0,25.0
22948,136,1599,11.26056338028169,2948,Active/Regular Products,Zone B,25.0,401064,60,35.0,25.0
22080,155,1206,7.681528662420382,2585,Active/Regular Products,Zone B,25.0,400830,60,35.0,25.0
22650,143,851,5.951048951048951,2800,Active/Regular Products,Zone B,25.0,400543,60,35.0,25.0
23145,169,2084,12.258823529411766,2367,Active/Regular Products,Zone B,25.0,400192,60,35.0,25.0
22093,160,1830,11.296296296296296,2499,Active/Regular Products,Zone B,25.0,400000,60,35.0,25.0
85032C,140,683,4.843971631205674,2853,Active/Regular Products,Zone B,25.0,399560,60,35.0,25.0
22973,144,1255,8.655172413793103,2773,Active/Regular Products,Zone B,25.0,399456,60,35.0,25.0
22318,142,462,3.230769230769231,2808,Active/Regular Products,Zone B,25.0,398878,60,35.0,25.0
22892,199,2472,12.42211055276382,2002,Active/Regular Products,Zone B,25.0,398597,60,35.0,25.0
22186,149,848,5.653333333333333,2671,Active/Regular Products,Zone B,25.0,398128,60,35.0,25.0
21705,141,1459,10.202797202797203,2822,Active/Regular Products,Zone B,25.0,398043,60,35.0,25.0
23053,164,364,2.2195121951219514,2426,Active/Regular Products,Zone B,25.0,398028,60,35.0,25.0
