StockCode,cluster_name,recommended_zone,picking_priority,actual_distance_saved,business_recommendation
22544,Active/Regular Products,Zone B,523950,,Keep in an easily accessible zone for regular picking.
85039B,Active/Regular Products,Zone B,523912,,Keep in an easily accessible zone for regular picking.
21071,Active/Regular Products,Zone B,523035,,Keep in an easily accessible zone for regular picking.
21577,Active/Regular Products,Zone B,522200,,Keep in an easily accessible zone for regular picking.
22626,Active/Regular Products,Zone B,521380,,Keep in an easily accessible zone for regular picking.
23330,Active/Regular Products,Zone B,520992,,Keep in an easily accessible zone for regular picking.
22188,Active/Regular Products,Zone B,520695,,Keep in an easily accessible zone for regular picking.
22588,Active/Regular Products,Zone B,520625,,Keep in an easily accessible zone for regular picking.
23285,Active/Regular Products,Zone B,520475,,Keep in an easily accessible zone for regular picking.
23291,Active/Regular Products,Zone B,520455,,Keep in an easily accessible zone for regular picking.
85131B,Active/Regular Products,Zone B,520128,,Keep in an easily accessible zone for regular picking.
22338,Active/Regular Products,Zone B,519480,,Keep in an easily accessible zone for regular picking.
21906,Active/Regular Products,Zone B,518481,,Keep in an easily accessible zone for regular picking.
22375,Active/Regular Products,Zone B,517700,,Keep in an easily accessible zone for regular picking.
21452,Active/Regular Products,Zone B,517592,,Keep in an easily accessible zone for regular picking.
23366,Active/Regular Products,Zone B,517335,,Keep in an easily accessible zone for regular picking.
22581,Active/Regular Products,Zone B,517017,,Keep in an easily accessible zone for regular picking.
23494,Active/Regular Products,Zone B,516395,,Keep in an easily accessible zone for regular picking.
23352,Active/Regular Products,Zone B,516220,,Keep in an easily accessible zone for regular picking.
23434,Active/Regular Products,Zone B,514614,,Keep in an easily accessible zone for regular picking.
16235,Active/Regular Products,Zone B,514584,,Keep in an easily accessible zone for regular picking.
22603,Active/Regular Products,Zone B,514539,,Keep in an easily accessible zone for regular picking.
22677,Active/Regular Products,Zone B,514368,,Keep in an easily accessible zone for regular picking.
84971S,Active/Regular Products,Zone B,514280,,Keep in an easily accessible zone for regular picking.
16161P,Active/Regular Products,Zone B,513360,,Keep in an easily accessible zone for regular picking.
23231,Active/Regular Products,Zone B,513240,,Keep in an easily accessible zone for regular picking.
21544,Active/Regular Products,Zone B,512952,,Keep in an easily accessible zone for regular picking.
23312,Active/Regular Products,Zone B,512316,,Keep in an easily accessible zone for regular picking.
23210,Active/Regular Products,Zone B,511104,,Keep in an easily accessible zone for regular picking.
21592,Active/Regular Products,Zone B,511056,,Keep in an easily accessible zone for regular picking.
21903,Active/Regular Products,Zone B,510480,,Keep in an easily accessible zone for regular picking.
22636,Active/Regular Products,Zone B,510444,,Keep in an easily accessible zone for regular picking.
51014C,Active/Regular Products,Zone B,509472,,Keep in an easily accessible zone for regular picking.
22331,Active/Regular Products,Zone B,509472,,Keep in an easily accessible zone for regular picking.
21625,Active/Regular Products,Zone B,508183,,Keep in an easily accessible zone for regular picking.
22430,Active/Regular Products,Zone B,507000,,Keep in an easily accessible zone for regular picking.
84031A,Active/Regular Products,Zone B,506550,,Keep in an easily accessible zone for regular picking.
22315,Active/Regular Products,Zone B,506540,,Keep in an easily accessible zone for regular picking.
10135,Active/Regular Products,Zone B,506450,,Keep in an easily accessible zone for regular picking.
21084,Active/Regular Products,Zone B,504447,,Keep in an easily accessible zone for regular picking.
22576,Active/Regular Products,Zone B,502911,,Keep in an easily accessible zone for regular picking.
21864,Active/Regular Products,Zone B,502320,,Keep in an easily accessible zone for regular picking.
23289,Active/Regular Products,Zone B,502139,,Keep in an easily accessible zone for regular picking.
23007,Active/Regular Products,Zone B,501952,,Keep in an easily accessible zone for regular picking.
22209,Active/Regular Products,Zone B,501700,,Keep in an easily accessible zone for regular picking.
23050,Active/Regular Products,Zone B,500815,,Keep in an easily accessible zone for regular picking.
37448,Active/Regular Products,Zone B,500412,,Keep in an easily accessible zone for regular picking.
22364,Active/Regular Products,Zone B,500364,,Keep in an easily accessible zone for regular picking.
23288,Active/Regular Products,Zone B,499685,,Keep in an easily accessible zone for regular picking.
21383,Active/Regular Products,Zone B,499163,,Keep in an easily accessible zone for regular picking.
23091,Active/Regular Products,Zone B,499092,,Keep in an easily accessible zone for regular picking.
22757,Active/Regular Products,Zone B,497802,,Keep in an easily accessible zone for regular picking.
23232,Active/Regular Products,Zone B,497658,,Keep in an easily accessible zone for regular picking.
23215,Active/Regular Products,Zone B,497490,,Keep in an easily accessible zone for regular picking.
21829,Active/Regular Products,Zone B,497016,,Keep in an easily accessible zone for regular picking.
22365,Active/Regular Products,Zone B,496188,,Keep in an easily accessible zone for regular picking.
23212,Active/Regular Products,Zone B,495690,,Keep in an easily accessible zone for regular picking.
21773,Active/Regular Products,Zone B,494868,,Keep in an easily accessible zone for regular picking.
23193,Active/Regular Products,Zone B,494725,,Keep in an easily accessible zone for regular picking.
21224,Active/Regular Products,Zone B,494505,,Keep in an easily accessible zone for regular picking.
22564,Active/Regular Products,Zone B,493830,,Keep in an easily accessible zone for regular picking.
85039A,Active/Regular Products,Zone B,493128,,Keep in an easily accessible zone for regular picking.
22891,Active/Regular Products,Zone B,492912,,Keep in an easily accessible zone for regular picking.
22945,Active/Regular Products,Zone B,492780,,Keep in an easily accessible zone for regular picking.
84912B,Active/Regular Products,Zone B,491840,,Keep in an easily accessible zone for regular picking.
21700,Active/Regular Products,Zone B,491436,,Keep in an easily accessible zone for regular picking.
21158,Active/Regular Products,Zone B,491130,,Keep in an easily accessible zone for regular picking.
22134,Active/Regular Products,Zone B,490860,,Keep in an easily accessible zone for regular picking.
22091,Active/Regular Products,Zone B,490813,,Keep in an easily accessible zone for regular picking.
22098,Active/Regular Products,Zone B,490716,,Keep in an easily accessible zone for regular picking.
21620,Active/Regular Products,Zone B,489885,,Keep in an easily accessible zone for regular picking.
21833,Active/Regular Products,Zone B,489216,,Keep in an easily accessible zone for regular picking.
22744,Active/Regular Products,Zone B,489168,,Keep in an easily accessible zone for regular picking.
22483,Active/Regular Products,Zone B,488241,,Keep in an easily accessible zone for regular picking.
23396,Active/Regular Products,Zone B,488040,,Keep in an easily accessible zone for regular picking.
23346,Active/Regular Products,Zone B,487784,,Keep in an easily accessible zone for regular picking.
22635,Active/Regular Products,Zone B,486940,,Keep in an easily accessible zone for regular picking.
22224,Active/Regular Products,Zone B,484620,,Keep in an easily accessible zone for regular picking.
21619,Active/Regular Products,Zone B,484128,,Keep in an easily accessible zone for regular picking.
21258,Active/Regular Products,Zone B,483947,,Keep in an easily accessible zone for regular picking.
84580,Active/Regular Products,Zone B,483945,,Keep in an easily accessible zone for regular picking.
85040A,Active/Regular Products,Zone B,483308,,Keep in an easily accessible zone for regular picking.
37446,Active/Regular Products,Zone B,483303,,Keep in an easily accessible zone for regular picking.
23190,Active/Regular Products,Zone B,482982,,Keep in an easily accessible zone for regular picking.
22199,Active/Regular Products,Zone B,480292,,Keep in an easily accessible zone for regular picking.
22718,Active/Regular Products,Zone B,479640,,Keep in an easily accessible zone for regular picking.
22154,Active/Regular Products,Zone B,478872,,Keep in an easily accessible zone for regular picking.
85017B,Active/Regular Products,Zone B,478266,,Keep in an easily accessible zone for regular picking.
23035,Active/Regular Products,Zone B,477882,,Keep in an easily accessible zone for regular picking.
20977,Active/Regular Products,Zone B,477300,,Keep in an easily accessible zone for regular picking.
72817,Active/Regular Products,Zone B,476882,,Keep in an easily accessible zone for regular picking.
23504,Active/Regular Products,Zone B,476736,,Keep in an easily accessible zone for regular picking.
23006,Active/Regular Products,Zone B,476615,,Keep in an easily accessible zone for regular picking.
22175,Active/Regular Products,Zone B,475893,,Keep in an easily accessible zone for regular picking.
20665,Active/Regular Products,Zone B,474864,,Keep in an easily accessible zone for regular picking.
22664,Active/Regular Products,Zone B,474660,,Keep in an easily accessible zone for regular picking.
23371,Active/Regular Products,Zone B,472860,,Keep in an easily accessible zone for regular picking.
21557,Active/Regular Products,Zone B,471744,,Keep in an easily accessible zone for regular picking.
21471,Active/Regular Products,Zone B,471722,,Keep in an easily accessible zone for regular picking.
85174,Active/Regular Products,Zone B,471628,,Keep in an easily accessible zone for regular picking.
85061W,Active/Regular Products,Zone B,471096,,Keep in an easily accessible zone for regular picking.
48116,Active/Regular Products,Zone B,469737,,Keep in an easily accessible zone for regular picking.
